"","V1","V2"
"1852","Kuźnica","-"
"1853","Jarosław","-"
"1854","Laszki","-"
"1855","Pawłosiów","-"
"1856","Radymno","-"
"1857","Istebna","-"
"1858","Skoczów","miasto"
"1859","Skoczów","obszar wiejski"
"1860","Strumień","miasto"
"1861","Czerwionka-Leszczyny","miasto"
"1862","Czerwionka-Leszczyny","obszar wiejski"
"1863","Gaszowice","-"
"1864","Jejkowice","-"
"1865","Szczuczyn","obszar wiejski"
"1866","Wąsosz","-"
"1867","Hajnówka","gm. miejska"
"1868","Białowieża","-"
"1869","Rokietnica","-"
"1870","Brzostek","miasto"
"1871","Pruchnik","miasto"
"1872","Roźwienica","-"
"1873","Strumień","obszar wiejski"
"1874","Zebrzydowice","-"
"1875","Blachownia","miasto"
"1876","Blachownia","obszar wiejski"
"1877","Lyski","-"
"1878","Dynów","gm. miejska"
"1879","Błażowa","miasto"
"1880","Błażowa","obszar wiejski"
"1881","Grabowo","-"
"1882","Suraż","obszar wiejski"
"1883","Wiązownica","-"
"1884","Jasło","-"
"1885","Nowy Żmigród","-"
"1886","Janów","-"
"1887","Kamienica Polska","-"
"1888","Koniecpol","miasto"
"1889","Konopiska","-"
"1890","Chmielnik","-"
"1891","Dynów","-"
"1892","Głogów Małopolski","miasto"
"1893","Nowy Dwór","-"
"1894","Sidra","-"
"1895","Sokółka","miasto"
"1896","Sokółka","obszar wiejski"
"1897","Suchowola","miasto"
"1898","Osiek Jasielski","-"
"1899","Tarnowiec","-"
"1900","Cmolas","-"
"1901","Kolbuszowa","miasto"
"1902","Lubaczów","-"
"1903","Oleszyce","miasto"
"1904","Oleszyce","obszar wiejski"
"1905","Żurawica","-"
"1906","Przeworsk","gm. miejska"
"1907","Gać","-"
"1908","Kołaczyce","miasto"
"1909","Krupski Młyn","-"
"1910","Krzepice","miasto"
"1911","Krzepice","obszar wiejski"
"1912","Kuźnia Raciborska","miasto"
"1913","Kuźnia Raciborska","obszar wiejski"
"1914","Markowa","-"
"1915","Rakszawa","-"
"1916","Żołynia","-"
"1917","Wielkie Oczy","-"
"1918","Rozogi","-"
"1919","Jawornik Polski","-"
"1920","Kańczuga","miasto"
"1921","Kańczuga","obszar wiejski"
"1922","Lasowice Wielkie","-"
"1923","Leśnica","miasto"
"1924","Leśnica","obszar wiejski"
"1925","Lewin Brzeski","miasto"
"1926","Borowa","-"
"1927","Gawłuszowice","-"
"1928","Mielec","-"
"1929","Halinów","obszar wiejski"
"1930","Tarczyn","miasto"
"1931","m. St. Warszawa","-"
"1932","Baborów","miasto"
"1933","Baborów","obszar wiejski"
"1934","Biała","miasto"
"1935","Przeworsk","-"
"1936","Sieniawa","miasto"
"1937","Sieniawa","obszar wiejski"
"1938","Lewin Brzeski","obszar wiejski"
"1939","Lubrza","-"
"1940","Padew Narodowa","-"
"1941","Radomyśl Wielki","miasto"
"1942","Tuszów Narodowy","-"
"1943","Jeżowe","-"
"1944","Bierawa","-"
"1945","Branice","-"
"1946","Byczyna","miasto"
"1947","Chrząstowice","-"
"1948","Tryńcza","-"
"1949","Zarzecze","-"
"1950","Iwierzyce","-"
"1951","Łambinowice","-"
"1952","Łubniany","-"
"1953","Nisko","miasto"
"1954","Nisko","obszar wiejski"
"1955","Rudnik nad Sanem","miasto"
"1956","Rudnik nad Sanem","obszar wiejski"
"1957","Ciasna","-"
"1958","Cisek","-"
"1959","Dąbrowa","-"
"1960","Dobrodzień","miasto"
"1961","Ostrów","-"
"1962","Ropczyce","miasto"
"1963","Ropczyce","obszar wiejski"
"1964","Opole","-"
"1965","Murów","-"
"1966","Namysłów","miasto"
"1967","Wyszków","miasto"
"1968","Wyszków","obszar wiejski"
"1969","Zabrodzie","-"
"1970","Dobrodzień","obszar wiejski"
"1971","Dobrzeń Wielki","-"
"1972","Sędziszów Małopolski","miasto"
"1973","Sędziszów Małopolski","obszar wiejski"
"1974","Wielopole Skrzyńskie","-"
"1975","Szepietowo","obszar wiejski"
"1976","Niemodlin","miasto"
"1977","Kazanów","-"
"1978","Tczów","-"
"1979","Zwoleń","miasto"
"1980","Domaszowice","-"
"1981","Głogówek","miasto"
"1982","Głogówek","obszar wiejski"
"1983","Głubczyce","miasto"
"1984","Bieżuń","obszar wiejski"
"1985","Kuczbork-Osada","-"
"1986","Pawonków","-"
"1987","Pietrowice Wielkie","-"
"1988","Pokój","-"
"1989","Zwoleń","obszar wiejski"
"1990","Bieżuń","miasto"
"1991","Głubczyce","obszar wiejski"
"1992","Głuchołazy","miasto"
"1993","Siemiątkowo","-"
"1994","Żuromin","miasto"
"1995","Żuromin","obszar wiejski"
"1996","Żyrardów","-"
"1997","Przystajń","-"
"1998","Radłów","-"
"1999","Reńska Wieś","-"
"2000","Stąporków","obszar wiejski"
"2001","Bałtów","-"
"2002","Głuchołazy","obszar wiejski"
"2003","Gogolin","miasto"
"2004","Gogolin","obszar wiejski"
"2005","Mszczonów","miasto"
"2006","Radziejowice","-"
"2007","Ostrołęka","-"
"2008","Płock","-"
"2009","Niemodlin","obszar wiejski"
"2010","Nysa","miasto"
"2011","Nysa","obszar wiejski"
"2012","Olesno","miasto"
"2013","Olesno","obszar wiejski"
"2014","Ozimek","miasto"
"2015","Bodzechów","-"
"2016","Kunów","obszar wiejski"
"2017","Gorzów Śląski","miasto"
"2018","Grodków","miasto"
"2019","Izbicko","-"
"2020","Jemielnica","-"
"2021","Radom","-"
"2022","Siedlce","-"
"2023","Turośl","-"
"2024","Polska Cerekiew","-"
"2025","Popielów","-"
"2026","Praszka","miasto"
"2027","Prószków","miasto"
"2028","Skarżysko-Kamienna","-"
"2029","Bliżyn","-"
"2030","Skarżysko Kościelne","-"
"2031","Brody","-"
"2032","Kędzierzyn-Koźle","-"
"2033","Kietrz","miasto"
"2034","Kietrz","obszar wiejski"
"2035","Kluczbork","miasto"
"2036","Miastkowo","-"
"2037","Śniadowo","-"
"2038","Zbójna","-"
"2039","Drohiczyn","miasto"
"2040","Biała","obszar wiejski"
"2041","Szczawnica","obszar wiejski"
"2042","Łaszczów","miasto"
"2043","Mirzec","-"
"2044","Działdowo","-"
"2045","Iłowo-Osada","-"
"2046","Kluczbork","obszar wiejski"
"2047","Kolonowskie","miasto"
"2048","Ulanów","miasto"
"2049","Drohiczyn","obszar wiejski"
"2050","Perlejewo","-"
"2051","Ozimek","obszar wiejski"
"2052","Pakosławice","-"
"2053","Pawłowiczki","-"
"2054","Płośnica","-"
"2055","Janowiec Kościelny","-"
"2056","Janowo","-"
"2057","Pisz","obszar wiejski"
"2058","Wielbark","-"
"2059","Halinów","miasto"
"2060","Ulanów","obszar wiejski"
"2061","Bircza","-"
"2062","Siemiatycze","-"
"2063","Prószków","obszar wiejski"
"2064","Prudnik","miasto"
"2065","Prudnik","obszar wiejski"
"2066","Strachówka","-"
"2067","Tłuszcz","miasto"
"2068","Korczyna","-"
"2069","Krościenko Wyżne","-"
"2070","Dubiecko","-"
"2071","Fredropol","-"
"2072","Krasiczyn","-"
"2073","Ciechanowiec","obszar wiejski"
"2074","Klukowo","-"
"2075","Łaszczów","obszar wiejski"
"2076","Szepietowo","miasto"
"2077","Miejsce Piastowe","-"
"2078","Rymanów","miasto"
"2079","Rymanów","obszar wiejski"
"2080","Krzywcza","-"
"2081","Medyka","-"
"2082","Orły","-"
"2083","Szumowo","-"
"2084","Zambrów","-"
"2085","Kołbiel","-"
"2086","Kolonowskie","obszar wiejski"
"2087","Łańcut","gm. miejska"
"2088","Białobrzegi","-"
"2089","Wojaszówka","-"
"2090","Leżajsk","-"
"2091","Grodzisko Dolne","-"
"2092","Leżajsk","-"
"2093","Nowa Sarzyna","miasto"
"2094","Przemyśl","-"
"2095","Stubno","-"
"2096","Komprachcice","-"
"2097","Korfantów","miasto"
"2098","Korfantów","obszar wiejski"
"2099","Krapkowice","miasto"
"2100","Krapkowice","obszar wiejski"
"2101","Czarna","-"
"2102","Łańcut","-"
"2103","Nowa Sarzyna","obszar wiejski"
"2104","Lubaczów","gm. miejska"
"2105","Cieszanów","miasto"
"2106","Kwidzyn","-"
"2107","Prabuty","miasto"
"2108","Raczki","-"
"2109","Purda","-"
"2110","Stawiguda","-"
"2111","Świerklany","-"
"2112","Kalety","-"
"2113","Miasteczko Śląskie","-"
"2114","Radzionków","-"
"2115","Tarnowskie Góry","-"
"2116","Miastko","miasto"
"2117","Miastko","obszar wiejski"
"2118","Parchowo","-"
"2119","Studzienice","-"
"2120","Prabuty","obszar wiejski"
"2121","Ryjewo","-"
"2122","Lębork","-"
"2123","Świątki","-"
"2124","Ostróda","gm. miejska"
"2125","Dąbrówno","-"
"2126","Łukta","-"
"2127","Ożarowice","-"
"2128","Świerklaniec","-"
"2129","Tworóg","-"
"2130","Trzebielino","-"
"2131","Tuchomie","-"
"2132","Chojnice","gm. miejska"
"2133","Brusy","miasto"
"2134","Łeba","-"
"2135","Cewice","-"
"2136","Nowa Wieś Lęborska","-"
"2137","Wicko","-"
"2138","Grunwald","-"
"2139","Miłakowo","miasto"
"2140","Miłakowo","obszar wiejski"
"2141","Miłomłyn","miasto"
"2142","Miłomłyn","obszar wiejski"
"2143","Morąg","miasto"
"2144","Morąg","obszar wiejski"
"2145","Ostróda","-"
"2146","Zbrosławice","-"
"2147","Lędziny","-"
"2148","Pszów","-"
"2149","Radlin","-"
"2150","Brusy","obszar wiejski"
"2151","Czersk","miasto"
"2152","Malbork","gm. miejska"
"2153","Lichnowy","-"
"2154","Malbork","-"
"2155","Miłoradz","-"
"2156","Nowy Staw","miasto"
"2157","Braniewo","-"
"2158","Frombork","obszar wiejski"
"2159","Elbląg","-"
"2160","Gronowo Elbląskie","-"
"2161","Busko-Zdrój","obszar wiejski"
"2162","Rydułtowy","-"
"2163","Wodzisław Śląski","-"
"2164","Godów","-"
"2165","Gorzyce","-"
"2166","Konarzyny","-"
"2167","Człuchów","gm. miejska"
"2168","Czarne","miasto"
"2169","Nowy Staw","obszar wiejski"
"2170","Krzykosy","-"
"2171","Nowe Miasto nad Wartą","-"
"2172","Gnojno","-"
"2173","Solec-Zdrój","-"
"2174","Lubomia","-"
"2175","Marklowice","-"
"2176","Goczałkowice-Zdrój","-"
"2177","Mszana","-"
"2178","Czarne","obszar wiejski"
"2179","Debrzno","miasto"
"2180","Koczała","-"
"2181","Krokowa","-"
"2182","Puck","-"
"2183","Ustka","gm. miejska"
"2184","Dębnica Kaszubska","-"
"2185","Stopnica","-"
"2186","Tuczępy","-"
"2187","Jędrzejów","miasto"
"2188","Jędrzejów","obszar wiejski"
"2189","Poręba","-"
"2190","Zawiercie","-"
"2191","Irządze","-"
"2192","Przechlewo","-"
"2193","Rzeczenica","-"
"2194","Pruszcz Gdański","gm. miejska"
"2195","Pleszew","obszar wiejski"
"2196","Puszczykowo","-"
"2197","Ostroróg","miasto"
"2198","Ostroróg","obszar wiejski"
"2199","Pniewy","miasto"
"2200","Wiślica","-"
"2201","Imielno","-"
"2202","Małogoszcz","miasto"
"2203","Kroczyce","-"
"2204","Łazy","miasto"
"2205","Pilica","miasto"
"2206","Szczekociny","miasto"
"2207","Szczekociny","obszar wiejski"
"2208","Cedry Wielkie","-"
"2209","Tychowo","obszar wiejski"
"2210","Kolbudy","-"
"2211","Środa Wielkopolska","miasto"
"2212","Środa Wielkopolska","obszar wiejski"
"2213","Zaniemyśl","-"
"2214","Małogoszcz","obszar wiejski"
"2215","Nagłowice","-"
"2216","Oksa","-"
"2217","Włodowice","-"
"2218","Żywiec","-"
"2219","Czernichów","-"
"2220","Gilowice","-"
"2221","Lipowa","-"
"2222","Pruszcz Gdański","-"
"2223","Przywidz","-"
"2224","Pszczółki","-"
"2225","Damnica","-"
"2226","Główczyce","-"
"2227","Ujście","obszar wiejski"
"2228","Wyrzysk","miasto"
"2229","Sędziszów","miasto"
"2230","Sobków","-"
"2231","Czarnocin","-"
"2232","Kazimierza Wielka","miasto"
"2233","Łodygowice","-"
"2234","Milówka","-"
"2235","Radziechowy-Wieprz","-"
"2236","Suchy Dąb","-"
"2237","Trąbki Wielkie","-"
"2238","Chmielno","-"
"2239","Pniewy","obszar wiejski"
"2240","Szamotuły","miasto"
"2241","Skalbmierz","miasto"
"2242","Bieliny","-"
"2243","Bodzentyn","miasto"
"2244","Bodzentyn","obszar wiejski"
"2245","Chęciny","miasto"
"2246","Chmielnik","miasto"
"2247","Rajcza","-"
"2248","Świnna","-"
"2249","Krzanowice","obszar wiejski"
"2250","Kartuzy","miasto"
"2251","Kartuzy","obszar wiejski"
"2252","Przodkowo","-"
"2253","Sierakowice","-"
"2254","Żukowo","miasto"
"2255","Żukowo","obszar wiejski"
"2256","Stare Pole","-"
"2257","Krynica Morska","-"
"2258","Nowy Dwór Gdański","miasto"
"2259","Nowy Dwór Gdański","obszar wiejski"
"2260","Ostaszewo","-"
"2261","Chęciny","obszar wiejski"
"2262","Chmielnik","obszar wiejski"
"2263","Ujsoły","-"
"2264","Węgierska Górka","-"
"2265","Bielsko-Biała","-"
"2266","Somonino","-"
"2267","Stężyca","-"
"2268","Kościerzyna","gm. miejska"
"2269","Wysoka","miasto"
"2270","Wysoka","obszar wiejski"
"2271","Chocz","-"
"2272","Czermin","-"
"2273","Górno","-"
"2274","Łagów","-"
"2275","Łopuszno","-"
"2276","Bytom","-"
"2277","Chorzów","-"
"2278","Częstochowa","-"
"2279","Sulęczyno","-"
"2280","Dziemiany","-"
"2281","Szamotuły","obszar wiejski"
"2282","Wronki","miasto"
"2283","Masłów","-"
"2284","Miedziana Góra","-"
"2285","Mniów","-"
"2286","Gliwice","-"
"2287","Jastrzębie-Zdrój","-"
"2288","Karsin","-"
"2289","Kościerzyna","-"
"2290","Liniewo","-"
"2291","Stegna","-"
"2292","Sztutowo","-"
"2293","Hel","-"
"2294","Jastarnia","-"
"2295","Puck","gm. miejska"
"2296","Władysławowo","-"
"2297","Kosakowo","-"
"2298","Morawica","-"
"2299","Nowa Słupia","-"
"2300","Katowice","-"
"2301","Krzanowice","miasto"
"2302","Busko-Zdrój","miasto"
"2303","Bytów","obszar wiejski"
"2304","Czarna Dąbrówka","-"
"2305","Lipusz","-"
"2306","Nowa Karczma","-"
"2307","Dobrzyca","-"
"2308","Gizałki","-"
"2309","Gołuchów","-"
"2310","Pleszew","miasto"
"2311","Luboń","-"
"2312","Piekoszów","-"
"2313","Pierzchnica","-"
"2314","Kołczygłowy","-"
"2315","Lipnica","-"
"2316","Stara Kiszewa","-"
"2317","Kwidzyn","gm. miejska"
"2318","Wronki","obszar wiejski"
"2319","Dominowo","-"
"2320","Raków","-"
"2321","Sitkówka-Nowiny","-"
"2322","Strawczyn","-"
"2323","Rutki","-"
"2324","Białystok","-"
"2325","Łomża","-"
"2326","Rzeszów","-"
"2327","Tarnobrzeg","-"
"2328","Sandomierz","-"
"2329","Szemud","-"
"2330","Wejherowo","-"
"2331","Borzytuchom","-"
"2332","Bytów","miasto"
"2333","Jedwabne","obszar wiejski"
"2334","Łomża","-"
"2335","Suwałki","-"
"2336","Suraż","miasto"
"2337","Turośń Kościelna","-"
"2338","Dwikozy","-"
"2339","Łoniów","-"
"2340","Samborzec","-"
"2341","Dzierzgoń","obszar wiejski"
"2342","Mikołajki Pomorskie","-"
"2343","Stary Dzierzgoń","-"
"2344","Nowogród","miasto"
"2345","Nowogród","obszar wiejski"
"2346","Tykocin","miasto"
"2347","Tykocin","obszar wiejski"
"2348","Wasilków","miasto"
"2349","Wasilków","obszar wiejski"
"2350","Osiek","obszar wiejski"
"2351","Połaniec","miasto"
"2352","Markusy","-"
"2353","Zalewo","obszar wiejski"
"2354","Małdyty","-"
"2355","Stary Targ","-"
"2356","Sztum","miasto"
"2357","Sztum","obszar wiejski"
"2358","Gdańsk","-"
"2359","Piątnica","-"
"2360","Przytuły","-"
"2361","Zabłudów","miasto"
"2362","Zabłudów","obszar wiejski"
"2363","Zawady","-"
"2364","Bielsk Podlaski","gm. miejska"
"2365","Rychliki","-"
"2366","Tolkmicko","obszar wiejski"
"2367","Gdynia","-"
"2368","Słupsk","-"
"2369","Sopot","-"
"2370","Zagnańsk","-"
"2371","Wizna","-"
"2372","Goniądz","miasto"
"2373","Goniądz","obszar wiejski"
"2374","Jasionówka","-"
"2375","Brańsk","gm. miejska"
"2376","Bielsk Podlaski","-"
"2377","Boćki","-"
"2378","Brańsk","-"
"2379","Susz","obszar wiejski"
"2380","Okonek","obszar wiejski"
"2381","Polanów","obszar wiejski"
"2382","Postomino","-"
"2383","Sławno","-"
"2384","Końskie","miasto"
"2385","Jonkowo","-"
"2386","Jaświły","-"
"2387","Knyszyn","miasto"
"2388","Knyszyn","obszar wiejski"
"2389","Orla","-"
"2390","Rudka","-"
"2391","Biały Bór","miasto"
"2392","Biały Bór","obszar wiejski"
"2393","Szczecinek","-"
"2394","Dzierzgoń","miasto"
"2395","Mysłowice","-"
"2396","Piekary Śląskie","-"
"2397","Ruda Śląska","-"
"2398","Rybnik","-"
"2399","Bogoria","-"
"2400","Oleśnica","-"
"2401","Osiek","miasto"
"2402","Krypno","-"
"2403","Mońki","miasto"
"2404","Michałowo","miasto"
"2405","Mońki","obszar wiejski"
"2406","Trzcianne","-"
"2407","Sejny","gm. miejska"
"2408","Giby","-"
"2409","Wyszki","-"
"2410","Grajewo","gm. miejska"
"2411","Grajewo","-"
"2412","Radziłów","-"
"2413","Rajgród","miasto"
"2414","Siemianowice Śląskie","-"
"2415","Świętochłowice","-"
"2416","Tychy","-"
"2417","Zabrze","-"
"2418","Pozezdrze","-"
"2419","Ryn","miasto"
"2420","Krasnopol","-"
"2421","Puńsk","-"
"2422","Rajgród","obszar wiejski"
"2423","Kamień","-"
"2424","Żory","-"
"2425","Słupia Jędrzejowska","Słupia Jędrzejowska"
"2426","Kępice","miasto"
"2427","Kępice","obszar wiejski"
"2428","Kolno","-"
"2429","Olsztynek","miasto"
"2430","Olsztynek","obszar wiejski"
"2431","Sejny","-"
"2432","Siemiatycze","gm. miejska"
"2433","Dziadkowice","-"
"2434","Krasne","-"
"2435","Lubenia","-"
"2436","Sokołów Małopolski","miasto"
"2437","Sokołów Małopolski","obszar wiejski"
"2438","Świlcza","-"
"2439","Kobylnica","-"
"2440","Potęgowo","-"
"2441","Słupsk","-"
"2442","Smołdzino","-"
"2443","Wąchock","obszar wiejski"
"2444","Banie Mazurskie","-"
"2445","Budry","-"
"2446","Giżycko","-"
"2447","Grodzisk","-"
"2448","Milejczyce","-"
"2449","Nurzec-Stacja","-"
"2450","Trzebownisko","-"
"2451","Tyczyn","miasto"
"2452","Tyczyn","obszar wiejski"
"2453","Sanok","gm. miejska"
"2454","Ustka","-"
"2455","Czarna Woda","-"
"2456","Skórcz","gm. miejska"
"2457","Starogard Gdański","gm. miejska"
"2458","Ryn","obszar wiejski"
"2459","Węgorzewo","miasto"
"2460","Wydminy","-"
"2461","Iława","gm. miejska"
"2462","Dąbrowa Białostocka","miasto"
"2463","Choroszcz","miasto"
"2464","Choroszcz","obszar wiejski"
"2465","Czarna Białostocka","miasto"
"2466","Czarna Białostocka","obszar wiejski"
"2467","Gródek","-"
"2468","Besko","-"
"2469","Bukowsko","-"
"2470","Komańcza","-"
"2471","Sanok","-"
"2472","Tyrawa Wołoska","-"
"2473","Zagórz","miasto"
"2474","Bobowo","-"
"2475","Kaliska","-"
"2476","Lubichowo","-"
"2477","Radoszyce","-"
"2478","Smyków","-"
"2479","Stąporków","miasto"
"2480","Baćkowice","-"
"2481","Dobrzyniewo Duże","-"
"2482","Juchnowiec Kościelny","-"
"2483","Łapy","miasto"
"2484","Zagórz","obszar wiejski"
"2485","Zarszyn","-"
"2486","Stalowa Wola","-"
"2487","Skarszewy","miasto"
"2488","Skarszewy","obszar wiejski"
"2489","Skórcz","-"
"2490","Starogard Gdański","-"
"2491","Zblewo","-"
"2492","Tczew","gm. miejska"
"2493","Gniew","miasto"
"2494","Kruklanki","-"
"2495","Miłki","-"
"2496","Łapy","obszar wiejski"
"2497","Poświętne","-"
"2498","Supraśl","miasto"
"2499","Supraśl","obszar wiejski"
"2500","Bojanów","-"
"2501","Zaleszany","-"
"2502","Czudec","-"
"2503","Frysztak","-"
"2504","Morzeszczyn","-"
"2505","Pelplin","miasto"
"2506","Pelplin","obszar wiejski"
"2507","Subkowy","-"
"2508","Lubawa","gm. miejska"
"2509","Iława","-"
"2510","Kisielice","miasto"
"2511","Jeziorany","obszar wiejski"
"2512","Przerośl","-"
"2513","Rutka-Tartak","-"
"2514","Suwałki","-"
"2515","Szypliszki","-"
"2516","Niebylec","-"
"2517","Strzyżów","miasto"
"2518","Strzyżów","obszar wiejski"
"2519","Tczew","-"
"2520","Reda","-"
"2521","Rumia","-"
"2522","Wejherowo","gm. miejska"
"2523","Suchedniów","obszar wiejski"
"2524","Starachowice","-"
"2525","Pawłów","-"
"2526","Wąchock","miasto"
"2527","Wiżajny","-"
"2528","Wysokie Mazowieckie","gm. miejska"
"2529","Ciechanowiec","miasto"
"2530","Kobylin-Borzymy","-"
"2531","Kulesze Kościelne","-"
"2532","Wiśniowa","-"
"2533","Baranów Sandomierski","miasto"
"2534","Baranów Sandomierski","obszar wiejski"
"2535","Gorzyce","-"
"2536","Choczewo","-"
"2537","Gniewino","-"
"2538","Linia","-"
"2539","Kalinowo","-"
"2540","Prostki","-"
"2541","Kowale Oleckie","-"
"2542","Olecko","obszar wiejski"
"2543","Biała Piska","obszar wiejski"
"2544","Nowe Piekuty","-"
"2545","Sokoły","-"
"2546","Grębów","-"
"2547","Nowa Dęba","obszar wiejski"
"2548","Krosno","-"
"2549","Przemyśl","-"
"2550","Luzino","-"
"2551","Łęczyce","-"
"2552","Wieliczki","-"
"2553","Dubeninki","-"
"2554","Gołdap","obszar wiejski"
"2555","Wysokie Mazowieckie","-"
"2556","Zambrów","gm. miejska"
"2557","Kołaki Kościelne","-"
"2558","Blizanów","-"
"2559","Ceków-Kolonia","-"
"2560","Godziesze Wielkie","-"
"2561","Białogard","gm. miejska"
"2562","Białogard","-"
"2563","Karlino","miasto"
"2564","Karlino","obszar wiejski"
"2565","Choszczno","miasto"
"2566","Choszczno","obszar wiejski"
"2567","Sławno","gm. miejska"
"2568","Darłowo","-"
"2569","Malechowo","-"
"2570","Stargard Szczeciński","-"
"2571","Świeszyno","-"
"2572","Barlinek","miasto"
"2573","Dębno","miasto"
"2574","Myślibórz","miasto"
"2575","Mycielin","-"
"2576","Opatówek","-"
"2577","Stawiszyn","miasto"
"2578","Stawiszyn","obszar wiejski"
"2579","Kępno","miasto"
"2580","Drawno","miasto"
"2581","Pełczyce","miasto"
"2582","Recz","miasto"
"2583","Recz","obszar wiejski"
"2584","Czaplinek","miasto"
"2585","Drawsko Pomorskie","miasto"
"2586","Drawsko Pomorskie","obszar wiejski"
"2587","Kalisz Pomorski","miasto"
"2588","Chociwel","miasto"
"2589","Chociwel","obszar wiejski"
"2590","Dobrzany","miasto"
"2591","Dobra Szczecińska","Dobra Szczecińska"
"2592","Kołbaskowo","-"
"2593","Nowe Warpno","miasto"
"2594","Nowe Warpno","obszar wiejski"
"2595","Police","miasto"
"2596","Żelazków","-"
"2597","Bralin","-"
"2598","Kępno","obszar wiejski"
"2599","Kalisz Pomorski","obszar wiejski"
"2600","Dziwnów","miasto"
"2601","Dziwnów","obszar wiejski"
"2602","Golczewo","miasto"
"2603","Golczewo","obszar wiejski"
"2604","Dobrzany","obszar wiejski"
"2605","Dolice","-"
"2606","Police","obszar wiejski"
"2607","Bielice","-"
"2608","Koło","-"
"2609","Dąbie","miasto"
"2610","Grzegorzew","-"
"2611","Kłodawa","miasto"
"2612","Koło","-"
"2613","Kamień Pomorski","miasto"
"2614","Kamień Pomorski","obszar wiejski"
"2615","Międzyzdroje","miasto"
"2616","Międzyzdroje","obszar wiejski"
"2617","Świerzno","-"
"2618","Ińsko","miasto"
"2619","Ińsko","obszar wiejski"
"2620","Kobylanka","-"
"2621","Marianowo","-"
"2622","Kozielice","-"
"2623","Lipiany","miasto"
"2624","Lipiany","obszar wiejski"
"2625","Kościelec","-"
"2626","Końskie","miasto"
"2627","Wolin","miasto"
"2628","Wolin","obszar wiejski"
"2629","Kołobrzeg","gm. miejska"
"2630","Dygowo","-"
"2631","Krzywiń","obszar wiejski"
"2632","Stara Dąbrowa","-"
"2633","Suchań","miasto"
"2634","Suchań","obszar wiejski"
"2635","Przelewice","-"
"2636","Łobez","obszar wiejski"
"2637","Radowo Małe","-"
"2638","Resko","miasto"
"2639","Resko","obszar wiejski"
"2640","Węgorzyno","miasto"
"2641","Węgorzyno","obszar wiejski"
"2642","Szczecin","-"
"2643","Kramsk","-"
"2644","Krzymów","-"
"2645","Rychwał","miasto"
"2646","Śmigiel","obszar wiejski"
"2647","Lipno","-"
"2648","Szczecinek","gm. miejska"
"2649","Barwice","miasto"
"2650","Barwice","obszar wiejski"
"2651","Borne Sulinowo","miasto"
"2652","Koszalin","-"
"2653","Świnoujście","-"
"2654","Dobra","obszar wiejski"
"2655","Budzyń","-"
"2656","Chodzież","-"
"2657","Margonin","miasto"
"2658","Osieczna","obszar wiejski"
"2659","Włoszakowice","-"
"2660","Grzmiąca","-"
"2661","Świdwin","gm. miejska"
"2662","Dobra","miasto"
"2663","Wielichowo","obszar wiejski"
"2664","Kościan","-"
"2665","Kłecko","miasto"
"2666","Opoczno","obszar wiejski"
"2667","Działoszyn","obszar wiejski"
"2668","Przemęt","-"
"2669","Rzgów","obszar wiejski"
"2670","Brzeżno","-"
"2671","Połczyn-Zdrój","miasto"
"2672","Połczyn-Zdrój","obszar wiejski"
"2673","Rąbino","-"
"2674","Czerniejewo","obszar wiejski"
"2675","Kiszkowo","-"
"2676","Rychwał","obszar wiejski"
"2677","Rzgów","-"
"2678","Sompolno","miasto"
"2679","Zakliczyn","obszar wiejski"
"2680","Zakliczyn","miasto"
"2681","Tychowo","miasto"
"2682","Gościno","miasto"
"2683","Sławoborze","-"
"2684","Świdwin","-"
"2685","Wałcz","gm. miejska"
"2686","Człopa","miasto"
"2687","Mirosławiec","miasto"
"2688","Kłecko","obszar wiejski"
"2689","Łubowo","-"
"2690","Niechanowo","-"
"2691","Trzemeszno","miasto"
"2692","Śrem","obszar wiejski"
"2693","Turek","gm. miejska"
"2694","Dobra","miasto"
"2695","Nowe Miasto nad Pilicą","miasto"
"2696","Mszczonów","miasto"
"2697","Nowe Brzesko","obszar wiejski"
"2698","Wojnicz","miasto"
"2699","Wojnicz","obszar wiejski"
"2700","Daleszyce","obszar wiejski"
"2701","Mirosławiec","obszar wiejski"
"2702","Tuczno","miasto"
"2703","Witkowo","miasto"
"2704","Witkowo","obszar wiejski"
"2705","Borek Wielkopolski","miasto"
"2706","Borek Wielkopolski","obszar wiejski"
"2707","Osiek Mały","-"
"2708","Przedecz","miasto"
"2709","Golina","miasto"
"2710","Golina","obszar wiejski"
"2711","Grodziec","-"
"2712","Boguchwała","obszar wiejski"
"2713","Bobowa","obszar wiejski"
"2714","Szczucin","miasto"
"2715","Tuczno","obszar wiejski"
"2716","Łobez","miasto"
"2717","Ostrowice","-"
"2718","Wierzchowo","-"
"2719","Gostyń","miasto"
"2720","Gostyń","obszar wiejski"
"2721","Krobia","miasto"
"2722","Krobia","obszar wiejski"
"2723","Kamieniec","-"
"2724","Sompolno","obszar wiejski"
"2725","Stare Miasto","-"
"2726","Ślesin","miasto"
"2727","Szczucin","obszar wiejski"
"2728","Michałowo","obszar wiejski"
"2729","Krynki","miasto"
"2730","Złocieniec","miasto"
"2731","Złocieniec","obszar wiejski"
"2732","Goleniów","miasto"
"2733","Goleniów","obszar wiejski"
"2734","Maszewo","miasto"
"2735","Maszewo","obszar wiejski"
"2736","Nowogard","miasto"
"2737","Pępowo","-"
"2738","Piaski","-"
"2739","Pogorzela","miasto"
