"Nazwa" "Osiagniecia_naukowe_i_tworcze" "Potencjal_naukowy" "Materialne_efekty_dzialalnosci_naukowej" "Pozostale_efekty_dzialalnosci_naukowej" "Ocena_ostateczna" "Kategoria" "nazwy"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Nauk Pedagogicznych" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Nauk Pedagogicznych" 37.06 287 0.28 65 64.14 "A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Nauk Pedagogicznych"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Filozoficzny" "Uniwersytet Jagiellonski w Krakowie; Wydzial Filozoficzny" 31.91 881 0.66 95 62.77 "A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Filozoficzny"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Nauk Politycznych i Dziennikarstwa" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Nauk Politycznych i Dziennikarstwa" 35.96 262 0.36 60 60.52 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Nauk Politycznych i Dziennikarstwa"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Politologii i Studiów Miedzynarodowych" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Politologii i Studiów Miedzynarodowych" 39.19 269 0.22 24 54.14 "A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Politologii i Studiów Miedzynarodowych"
"Wyzsza Szkola Policji w Szczytnie; Wydzial Bezpieczenstwa Wewnetrznego" "Wyzsza Szkola Policji w Szczytnie; Wydzial Bezpieczenstwa Wewnetrznego" 35.53 142 8.7 45 53.68 "A" "Wyzsza Szkola Policji w Szczytnie; Wydzial Bezpieczenstwa Wewnetrznego"
"Uniwersytet Warszawski; Instytut Ameryk i Europy" "Uniwersytet Warszawski; Instytut Ameryk i Europy" 34.49 83 5.86 63.5 51.46 "A" "Uniwersytet Warszawski; Instytut Ameryk i Europy"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Nauk Spolecznych" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Nauk Spolecznych" 30.67 548 0.72 62.5 50.82 "A" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Nauk Spolecznych"
"Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Psychologii" "Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Psychologii" 46.01 75 1.95 10 50.35 "A" "Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Psychologii"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Studiów Edukacyjnych" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Studiów Edukacyjnych" 30.86 369 0.96 60 50 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Studiów Edukacyjnych"
"Akademia Obrony Narodowej; Wydzial Zarzadzania i Dowodzenia" "Akademia Obrony Narodowej; Wydzial Zarzadzania i Dowodzenia" 32.2 349 0.98 45 49.79 "A" "Akademia Obrony Narodowej; Wydzial Zarzadzania i Dowodzenia"
"Collegium Civitas w Warszawie" "Collegium Civitas w Warszawie" 31.97 144 2.35 60 47.66 "A" "Collegium Civitas w Warszawie"
"Uniwersytet Warszawski; Wydzial Dziennikarstwa i Nauk Politycznych" "Uniwersytet Warszawski; Wydzial Dziennikarstwa i Nauk Politycznych" 29.7 515 0.6 57.5 45.43 "A" "Uniwersytet Warszawski; Wydzial Dziennikarstwa i Nauk Politycznych"
"Uniwersytet Warszawski; Wydzial Stosowanych Nauk Spolecznych i Resocjalizacji" "Uniwersytet Warszawski; Wydzial Stosowanych Nauk Spolecznych i Resocjalizacji" 31.7 261 0.39 34 38.99 "B" "Uniwersytet Warszawski; Wydzial Stosowanych Nauk Spolecznych i Resocjalizacji"
"Akademia Obrony Narodowej; Wydzial Bezpieczenstwa Narodowego" "Akademia Obrony Narodowej; Wydzial Bezpieczenstwa Narodowego" 31.06 223 0.45 41.5 38.79 "B" "Akademia Obrony Narodowej; Wydzial Bezpieczenstwa Narodowego"
"Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Pedagogiki i Psychologii" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Pedagogiki i Psychologii" 30.01 273 0.12 60 38.54 "B" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Pedagogiki i Psychologii"
"Uniwersytet Warszawski; Instytut Studiów Spolecznych im. Profesora Roberta Zajonca" "Uniwersytet Warszawski; Instytut Studiów Spolecznych im. Profesora Roberta Zajonca" 32.81 17 16.55 60 38.51 "B" "Uniwersytet Warszawski; Instytut Studiów Spolecznych im. Profesora Roberta Zajonca"
"Uniwersytet Warszawski; Osrodek Badan nad Migracjami" "Uniwersytet Warszawski; Osrodek Badan nad Migracjami" 30.4 9 4.56 87.5 33.39 "B" "Uniwersytet Warszawski; Osrodek Badan nad Migracjami"
"Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Nauk Spolecznych" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Nauk Spolecznych" 34.5 93 0 27.5 32.87 "B" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Nauk Spolecznych"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Studiów Miedzynarodowych i Politycznych" "Uniwersytet Jagiellonski w Krakowie; Wydzial Studiów Miedzynarodowych i Politycznych" 26.79 555 0.28 60 27.99 "B" "Uniwersytet Jagiellonski w Krakowie; Wydzial Studiów Miedzynarodowych i Politycznych"
"Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydzial Nauk Humanistycznych i Spolecznych" "Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydzial Nauk Humanistycznych i Spolecznych" 33.51 58 0 32.5 27.3 "B" "Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydzial Nauk Humanistycznych i Spolecznych"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Pedagogicznych" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Pedagogicznych" 29.29 122 1.21 40 26.74 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Pedagogicznych"
"Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial Humanistyczny" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial Humanistyczny" 30.7 85 0.7 32.5 25.78 "B" "Akademia Górniczo-Hutnicza im. Stanislawa Staszica w Krakowie; Wydzial Humanistyczny"
"Uniwersytet Gdanski; Wydzial Nauk Spolecznych" "Uniwersytet Gdanski; Wydzial Nauk Spolecznych" 26.3 380 0.12 75 24.47 "B" "Uniwersytet Gdanski; Wydzial Nauk Spolecznych"
"Uniwersytet Wroclawski; Wydzial Nauk Spolecznych" "Uniwersytet Wroclawski; Wydzial Nauk Spolecznych" 25.05 741 0.29 66 20.83 "B" "Uniwersytet Wroclawski; Wydzial Nauk Spolecznych"
"Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Zamiejscowy w Sopocie" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Zamiejscowy w Sopocie" 28.12 33 1.81 60 17.62 "B" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Zamiejscowy w Sopocie"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Filozofii i Socjologii" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Filozofii i Socjologii" 26.14 403 0.06 47.5 15.89 "B" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Filozofii i Socjologii"
"Wyzsza Szkola Oficerska Wojsk Ladowych imienia generala Tadeusza Kosciuszki; Wydzial Nauk o Bezpieczenstwie" "Wyzsza Szkola Oficerska Wojsk Ladowych imienia generala Tadeusza Kosciuszki; Wydzial Nauk o Bezpieczenstwie" 32.75 50 0.31 5 15.74 "B" "Wyzsza Szkola Oficerska Wojsk Ladowych imienia generala Tadeusza Kosciuszki; Wydzial Nauk o Bezpieczenstwie"
"Uniwersytet Slaski w Katowicach; Wydzial Nauk Spolecznych" "Uniwersytet Slaski w Katowicach; Wydzial Nauk Spolecznych" 25.47 801 0.32 39 15.36 "B" "Uniwersytet Slaski w Katowicach; Wydzial Nauk Spolecznych"
"Wyzsza Szkola Oficerska Wojsk Ladowych imienia generala Tadeusza Kosciuszki; Wydzial Zarzadzania" "Wyzsza Szkola Oficerska Wojsk Ladowych imienia generala Tadeusza Kosciuszki; Wydzial Zarzadzania" 34.03 38 0 5 15.28 "B" "Wyzsza Szkola Oficerska Wojsk Ladowych imienia generala Tadeusza Kosciuszki; Wydzial Zarzadzania"
"Uniwersytet Opolski; Wydzial Historyczno-Pedagogiczny" "Uniwersytet Opolski; Wydzial Historyczno-Pedagogiczny" 25.87 294 0.38 47.5 14.85 "B" "Uniwersytet Opolski; Wydzial Historyczno-Pedagogiczny"
"Politechnika Warszawska; Wydzial Administracji i Nauk Spolecznych" "Politechnika Warszawska; Wydzial Administracji i Nauk Spolecznych" 30.21 51 0.03 33 14.45 "B" "Politechnika Warszawska; Wydzial Administracji i Nauk Spolecznych"
"Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Nauk Pedagogicznych" "Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Nauk Pedagogicznych" 24.39 226 4.58 60 13.36 "B" "Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Nauk Pedagogicznych"
"Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydzial Dowodzenia i Operacji Morskich" "Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydzial Dowodzenia i Operacji Morskich" 26.78 177 1.44 35 13.08 "B" "Akademia Marynarki Wojennej im. Bohaterów Westerplatte; Wydzial Dowodzenia i Operacji Morskich"
"Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pulaskiego w Radomiu; Wydzial Filologiczno-Pedagogiczny" "Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pulaskiego w Radomiu; Wydzial Filologiczno-Pedagogiczny" 30.3 43 0 30 12.67 "B" "Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pulaskiego w Radomiu; Wydzial Filologiczno-Pedagogiczny"
"Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial Zarzadzania i Administracji" "Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial Zarzadzania i Administracji" 26.9 153 3.91 30 12.51 "B" "Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial Zarzadzania i Administracji"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Historycznych i Spolecznych" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Historycznych i Spolecznych" 25.57 729 0.26 26.5 10.09 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Historycznych i Spolecznych"
"Politechnika Koszalinska; Instytut Polityki Spolecznej i Stosunków Miedzynarodowych" "Politechnika Koszalinska; Instytut Polityki Spolecznej i Stosunków Miedzynarodowych" 32.53 25 0 3 8.98 "B" "Politechnika Koszalinska; Instytut Polityki Spolecznej i Stosunków Miedzynarodowych"
"Uniwersytet Slaski w Katowicach; Wydzial Pedagogiki i Psychologii" "Uniwersytet Slaski w Katowicach; Wydzial Pedagogiki i Psychologii" 23.51 323 0.28 65 8.71 "B" "Uniwersytet Slaski w Katowicach; Wydzial Pedagogiki i Psychologii"
"Uniwersytet Zielonogórski; Wydzial Pedagogiki. Socjologii i Nauk o Zdrowiu" "Uniwersytet Zielonogórski; Wydzial Pedagogiki. Socjologii i Nauk o Zdrowiu" 26.66 163 0.21 25 4.04 "B" "Uniwersytet Zielonogórski; Wydzial Pedagogiki. Socjologii i Nauk o Zdrowiu"
"Uniwersytet Warszawski; Wydzial Pedagogiczny" "Uniwersytet Warszawski; Wydzial Pedagogiczny" 21.45 243 1.93 72.5 1.76 "B" "Uniwersytet Warszawski; Wydzial Pedagogiczny"
"Uniwersytet Lódzki; Wydzial Studiów Miedzynarodowych i Politologicznych" "Uniwersytet Lódzki; Wydzial Studiów Miedzynarodowych i Politologicznych" 26.91 156 0.57 9 0.96 "B" "Uniwersytet Lódzki; Wydzial Studiów Miedzynarodowych i Politologicznych"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Studiów nad Rodzina" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Studiów nad Rodzina" 27.98 80 0 12.5 -1.8 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Studiów nad Rodzina"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Politologii" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Politologii" 24.3 317 0.5 20 -2.46 "B" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Politologii"
"Wyzsza Szkola Oficerska Sil Powietrznych; Wydzial Bezpieczenstwa Narodowego i Logistyki" "Wyzsza Szkola Oficerska Sil Powietrznych; Wydzial Bezpieczenstwa Narodowego i Logistyki" 27.64 23 0.1 25.5 -4.23 "B" "Wyzsza Szkola Oficerska Sil Powietrznych; Wydzial Bezpieczenstwa Narodowego i Logistyki"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Pedagogiki i Psychologii" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Pedagogiki i Psychologii" 22.33 313 0.02 47.5 -4.54 "B" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Pedagogiki i Psychologii"
"Uniwersytet Lódzki; Wydzial Nauk o Wychowaniu" "Uniwersytet Lódzki; Wydzial Nauk o Wychowaniu" 21.24 151 3.64 60 -4.66 "B" "Uniwersytet Lódzki; Wydzial Nauk o Wychowaniu"
"Wyzsza Szkola Informatyki i Zarzadzania w Rzeszowie; Wydzial Administracji i Nauk Spolecznych" "Wyzsza Szkola Informatyki i Zarzadzania w Rzeszowie; Wydzial Administracji i Nauk Spolecznych" 23.84 42 2.55 50 -7.38 "B" "Wyzsza Szkola Informatyki i Zarzadzania w Rzeszowie; Wydzial Administracji i Nauk Spolecznych"
"Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Politologii" "Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Politologii" 28.26 17 0 10 -8.32 "B" "Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Politologii"
"Chrzescijanska Akademia Teologiczna w Warszawie; Wydzial Pedagogiczny" "Chrzescijanska Akademia Teologiczna w Warszawie; Wydzial Pedagogiczny" 23.19 48 0.33 60 -10.09 "B" "Chrzescijanska Akademia Teologiczna w Warszawie; Wydzial Pedagogiczny"
"Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Studiów Miedzynarodowych" "Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Studiów Miedzynarodowych" 26.31 77 0.15 14.5 -10.52 "B" "Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Studiów Miedzynarodowych"
"Uniwersytet w Bialymstoku; Wydzial Pedagogiki i Psychologii" "Uniwersytet w Bialymstoku; Wydzial Pedagogiki i Psychologii" 22.23 108 0.03 55 -11.19 "B" "Uniwersytet w Bialymstoku; Wydzial Pedagogiki i Psychologii"
"Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Nauk Humanistycznych i Spolecznych" "Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Nauk Humanistycznych i Spolecznych" 27.29 6 0 16 -12.85 "B" "Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Nauk Humanistycznych i Spolecznych"
"Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Nauk Spolecznych i Dziennikarstwa" "Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Nauk Spolecznych i Dziennikarstwa" 23.66 104 0.1 33.5 -13.23 "B" "Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Nauk Spolecznych i Dziennikarstwa"
"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie; Wydzial Nauk Pedagogicznych" "Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie; Wydzial Nauk Pedagogicznych" 17.28 367 3.49 65 -13.35 "B" "Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie; Wydzial Nauk Pedagogicznych"
"Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Nauk Spolecznych" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Nauk Spolecznych" 21.68 257 0.04 31 -15.66 "B" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Nauk Spolecznych"
"Walbrzyska Wyzsza Szkola Zarzadzania i Przedsiebiorczosci" "Walbrzyska Wyzsza Szkola Zarzadzania i Przedsiebiorczosci" 27.51 11 0 0 -16.02 "B" "Walbrzyska Wyzsza Szkola Zarzadzania i Przedsiebiorczosci"
"Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie; Wydzial Stosowanych Nauk Spolecznych" "Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie; Wydzial Stosowanych Nauk Spolecznych" 21.61 87 1.21 40 -16.2 "B" "Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie; Wydzial Stosowanych Nauk Spolecznych"
"Szkola Glówna Gospodarstwa Wiejskiego w Warszawie; Wydzial Nauk Spolecznych" "Szkola Glówna Gospodarstwa Wiejskiego w Warszawie; Wydzial Nauk Spolecznych" 25.12 53 0 20 -18.54 "B" "Szkola Glówna Gospodarstwa Wiejskiego w Warszawie; Wydzial Nauk Spolecznych"
"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Psychologii i Nauk Humanistycznych" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Psychologii i Nauk Humanistycznych" 23.26 34 0.61 30 -20.78 "B" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Psychologii i Nauk Humanistycznych"
"Uniwersytet Slaski w Katowicach; Wydzial Etnologii i Nauk o Edukacji" "Uniwersytet Slaski w Katowicach; Wydzial Etnologii i Nauk o Edukacji" 21.3 80 0.11 44 -22 "B" "Uniwersytet Slaski w Katowicach; Wydzial Etnologii i Nauk o Edukacji"
"Uniwersytet Warszawski; Centrum Europejskie Uniwersytetu Warszawskiego" "Uniwersytet Warszawski; Centrum Europejskie Uniwersytetu Warszawskiego" 20.55 36 0.62 60 -22.15 "B" "Uniwersytet Warszawski; Centrum Europejskie Uniwersytetu Warszawskiego"
"Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Administracji i Nauk Spolecznych" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Administracji i Nauk Spolecznych" 23.92 28 0 31 -22.19 "B" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Administracji i Nauk Spolecznych"
"Akademia Ignatianum; Wydzial Pedagogiczny" "Akademia Ignatianum; Wydzial Pedagogiczny" 19.25 113 0 55 -24.64 "B" "Akademia Ignatianum; Wydzial Pedagogiczny"
"Akademia Finansów i Biznesu Vistula; Instytut Spraw Spolecznych i Stosunków Miedzynarodowych" "Akademia Finansów i Biznesu Vistula; Instytut Spraw Spolecznych i Stosunków Miedzynarodowych" 23.92 1 0 25 -26.89 "B" "Akademia Finansów i Biznesu Vistula; Instytut Spraw Spolecznych i Stosunków Miedzynarodowych"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Nauk o Spoleczenstwie w Stalowej Woli" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Nauk o Spoleczenstwie w Stalowej Woli" 20.96 107 0.04 25 -28.88 "B" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Nauk o Spoleczenstwie w Stalowej Woli"
"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydzial Humanistyczny" "Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydzial Humanistyczny" 20.65 198 0.01 15 -30.39 "B" "Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydzial Humanistyczny"
"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Pedagogiczny" "Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Pedagogiczny" 18.4 239 0.12 30 -30.87 "B" "Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Pedagogiczny"
"Akademia im. Jana Dlugosza w Czestochowie; Wydzial Nauk Spolecznych" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial Nauk Spolecznych" 20.72 42 0 37.5 -33.03 "B" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial Nauk Spolecznych"
"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Nauk o Bezpieczenstwie" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Nauk o Bezpieczenstwie" 22.06 36 0 23.5 -33.22 "B" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Nauk o Bezpieczenstwie"
"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Zarzadzania i Komunikacji Spolecznej" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Zarzadzania i Komunikacji Spolecznej" 18.92 61 0 36 -39.27 "B" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Zarzadzania i Komunikacji Spolecznej"
"Akademia im. Jana Dlugosza w Czestochowie; Wydzial Pedagogiczny" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial Pedagogiczny" 18.49 43 0.23 30 -43.88 "B" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial Pedagogiczny"
"Ateneum - Szkola Wyzsza w Gdansku; Wydzial Europeistyki. Politologii i Dziennikarstwa" "Ateneum - Szkola Wyzsza w Gdansku; Wydzial Europeistyki. Politologii i Dziennikarstwa" 17.31 47 1.63 14.5 -51.22 "B" "Ateneum - Szkola Wyzsza w Gdansku; Wydzial Europeistyki. Politologii i Dziennikarstwa"
"Akademia Pomorska w Slupsku; Wydzial Edukacyjno-Filozoficzny" "Akademia Pomorska w Slupsku; Wydzial Edukacyjno-Filozoficzny" 16.26 91 0 20 -52.09 "B" "Akademia Pomorska w Slupsku; Wydzial Edukacyjno-Filozoficzny"
"Wyzsza Szkola Humanitas w Sosnowcu; Wydzial Administracji i Zarzadzania" "Wyzsza Szkola Humanitas w Sosnowcu; Wydzial Administracji i Zarzadzania" 14.64 97 2.43 6.5 -55.14 "B" "Wyzsza Szkola Humanitas w Sosnowcu; Wydzial Administracji i Zarzadzania"
"Panstwowa Wyzsza Szkola Zawodowa w Nysie" "Panstwowa Wyzsza Szkola Zawodowa w Nysie" 15.7 76 0.05 20 -55.35 "B" "Panstwowa Wyzsza Szkola Zawodowa w Nysie"
"Wyzsza Szkola Studiów Miedzynarodowych w Lodzi" "Wyzsza Szkola Studiów Miedzynarodowych w Lodzi" 15.98 99 0 9 -56.78 "B" "Wyzsza Szkola Studiów Miedzynarodowych w Lodzi"
"Uniwersytet Jana Kochanowskiego w Kielcach; Filia w Piotrkowie Trybunalskim. Wydzial Nauk Spolecznych" "Uniwersytet Jana Kochanowskiego w Kielcach; Filia w Piotrkowie Trybunalskim. Wydzial Nauk Spolecznych" 16.17 70 0.01 9.5 -59.25 "B" "Uniwersytet Jana Kochanowskiego w Kielcach; Filia w Piotrkowie Trybunalskim. Wydzial Nauk Spolecznych"
"Wyzsza Szkola Menedzerska w Warszawie; Wydzial Nauk Spolecznych" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Nauk Spolecznych" 13.61 51 0 22.5 -64.12 "C" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Nauk Spolecznych"
"Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Administracji" "Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Administracji" 15.27 13 0 10 -68.15 "C" "Wyzsza Szkola Administracji w Bielsku-Bialej; Wydzial Administracji"
"Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Zamiejscowy Dolnoslaskiej Szkoly Wyzszej w Klodzku" "Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Zamiejscowy Dolnoslaskiej Szkoly Wyzszej w Klodzku" 10.27 3 0 25 -74.83 "C" "Dolnoslaska Szkola Wyzsza we Wroclawiu; Wydzial Zamiejscowy Dolnoslaskiej Szkoly Wyzszej w Klodzku"
"Wyzsza Szkola Bezpieczenstwa w Poznaniu" "Wyzsza Szkola Bezpieczenstwa w Poznaniu" 10.56 41 0 14.5 -76.16 "C" "Wyzsza Szkola Bezpieczenstwa w Poznaniu"
"Wyzsza Szkola Informatyki. Zarzadzania i Administracji w Warszawie; Wydzial Nauk Spolecznych i Administracji" "Wyzsza Szkola Informatyki. Zarzadzania i Administracji w Warszawie; Wydzial Nauk Spolecznych i Administracji" 7.41 37 0.06 15 -79.99 "C" "Wyzsza Szkola Informatyki. Zarzadzania i Administracji w Warszawie; Wydzial Nauk Spolecznych i Administracji"
"Wyzsza Szkola Promocji w Warszawie" "Wyzsza Szkola Promocji w Warszawie" 9.75 11 0 10 -81.5 "C" "Wyzsza Szkola Promocji w Warszawie"
"Ateneum - Szkola Wyzsza w Gdansku; Wydzial Studiów Edukacyjnych" "Ateneum - Szkola Wyzsza w Gdansku; Wydzial Studiów Edukacyjnych" 7.73 31 0.05 10 -81.95 "C" "Ateneum - Szkola Wyzsza w Gdansku; Wydzial Studiów Edukacyjnych"
"Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Spolecznych w Warszawie" "Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Spolecznych w Warszawie" 9.25 29 0 0 -83.55 "C" "Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Spolecznych w Warszawie"
"Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Humanistyczno - Spolecznych w Olsztynie" "Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Humanistyczno - Spolecznych w Olsztynie" 7.58 17 0 0.5 -86.05 "C" "Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Humanistyczno - Spolecznych w Olsztynie"
"Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Spoleczno - Pedagogicznych w Katowicach" "Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Spoleczno - Pedagogicznych w Katowicach" 4.17 7 0 0 -89.55 "C" "Wyzsza Szkola Pedagogiczna TWP w Warszawie; Wydzial Nauk Spoleczno - Pedagogicznych w Katowicach"
"Instytut Rozwoju Wsi i Rolnictwa Polskiej Akademii Nauk" "Instytut Rozwoju Wsi i Rolnictwa Polskiej Akademii Nauk" 33.42 160 0.46 50 56.39 "A" "Instytut Rozwoju Wsi i Rolnictwa Polskiej Akademii Nauk"
"Instytut Nauk Ekonomicznych Polskiej Akademii Nauk" "Instytut Nauk Ekonomicznych Polskiej Akademii Nauk" 26.5 173 0.03 30 -11.75 "B" "Instytut Nauk Ekonomicznych Polskiej Akademii Nauk"
