"Country","Score","Coefficient","Year","Region","nr.Coefficient","group.Coefficient"
"Qatar",40.4,"Education",2013,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Lebanon",39.2,"Education",2013,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Bahrain",33.5,"Education",2013,"Northem_Africa_and_Western_Asia",2.1,"Human capital and research"
"Cyprus",56.4,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"United Arab Emirates",50.7,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Lebanon",49.9,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Qatar",47.9,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Oman",47.2,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Saudi Arabia",44.2,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Bahrain",43.9,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Israel",42.5,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Kuwait",36.2,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Morocco",36.2,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Jordan",35.4,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Armenia",31.3,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Turkey",28.9,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Algeria",27.1,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Georgia",27,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Azerbaijan",23.9,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Tunisia",21.8,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Egypt",19.8,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Yemen",15.5,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Syrian Arab Republic",7.4,"Tertiary education",2013,"Northem_Africa_and_Western_Asia",2.2,"Human capital and research"
"Israel",75.5,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"United Arab Emirates",29,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Lebanon",22.2,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Turkey",19.5,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Tunisia",16.5,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Saudi Arabia",15.4,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Egypt",12.7,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Jordan",11.8,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Azerbaijan",11.1,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Oman",9.7,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Cyprus",7.6,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Qatar",7.4,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Morocco",7.1,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Armenia",6.5,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Bahrain",6.1,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Georgia",5.8,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Kuwait",3.2,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Algeria",1.4,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Yemen",NA,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Syrian Arab Republic",NA,"Research and development (R&D)",2013,"Northem_Africa_and_Western_Asia",2.3,"Human capital and research"
"Israel",74.6,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"United Arab Emirates",67.3,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Bahrain",66.1,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Qatar",62,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Saudi Arabia",62,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Oman",48.1,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Egypt",47.4,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Cyprus",41.2,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Lebanon",39.2,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Kuwait",38.3,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Georgia",36.8,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Tunisia",34.7,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Turkey",30.9,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Jordan",29.2,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Azerbaijan",29.1,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Morocco",22.5,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Armenia",22.2,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Syrian Arab Republic",21.7,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Algeria",19.6,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Yemen",9.8,"Information and communication technologies (ICTs)",2013,"Northem_Africa_and_Western_Asia",3.1,"Infrastructure"
"Qatar",52.7,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"United Arab Emirates",49.7,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Kuwait",49.5,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Bahrain",42.7,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Oman",38.6,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Saudi Arabia",37.7,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Israel",37.3,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Morocco",33.4,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Turkey",31.4,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Cyprus",30.8,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Algeria",30.7,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Tunisia",29.9,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Armenia",28.6,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Georgia",27.8,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Lebanon",27.7,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Syrian Arab Republic",25.3,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Jordan",25.3,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Egypt",23.6,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Azerbaijan",21,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Yemen",17.1,"General infrastructure",2013,"Northem_Africa_and_Western_Asia",3.2,"Infrastructure"
"Cyprus",43.5,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Israel",36.4,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"United Arab Emirates",32.3,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Tunisia",31.6,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Turkey",31.2,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Egypt",30.1,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Georgia",29,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Lebanon",29,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Morocco",28.4,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Algeria",26.7,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Armenia",25.6,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Azerbaijan",25.1,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Yemen",23.9,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Jordan",23.6,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Qatar",23.3,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Syrian Arab Republic",21.9,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Saudi Arabia",21.9,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Oman",20.8,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Kuwait",18.2,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Bahrain",10.6,"Ecological sustainability",2013,"Northem_Africa_and_Western_Asia",3.3,"Infrastructure"
"Cyprus",84.4,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Israel",65.9,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Armenia",54.5,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Georgia",53.4,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Saudi Arabia",42.9,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"United Arab Emirates",42.2,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Bahrain",39.3,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Kuwait",37.6,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Oman",36.5,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Azerbaijan",35.3,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Qatar",33.3,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Lebanon",31,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Morocco",29.5,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Tunisia",29.5,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Turkey",26.2,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Algeria",24.3,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Egypt",23.4,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Jordan",22,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Syrian Arab Republic",9.3,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Yemen",8.4,"Credit",2013,"Northem_Africa_and_Western_Asia",4.1,"Market sophistication"
"Israel",62.3,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Jordan",41.2,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Azerbaijan",34.3,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Saudi Arabia",34.2,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Cyprus",33,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Turkey",31.9,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Lebanon",30.4,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Georgia",29.1,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Algeria",27.8,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Qatar",26.9,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Kuwait",25.4,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Bahrain",24.5,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Syrian Arab Republic",24.3,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Tunisia",23,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Morocco",20.9,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Yemen",20.8,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Egypt",20.7,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"United Arab Emirates",20.3,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Armenia",17.2,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Oman",16.8,"Investment",2013,"Northem_Africa_and_Western_Asia",4.2,"Market sophistication"
"Turkey",84.4,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Saudi Arabia",83.2,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Lebanon",82.8,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Qatar",82.1,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Israel",81.1,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Georgia",81,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Syrian Arab Republic",79.4,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"United Arab Emirates",79.4,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Bahrain",79,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Oman",79,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Cyprus",78.6,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Armenia",78.3,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Jordan",76.2,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Azerbaijan",75.7,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Morocco",74.1,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Yemen",73.7,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Kuwait",73.2,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Algeria",63.2,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Egypt",63.2,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Tunisia",62.2,"Trade and competition",2013,"Northem_Africa_and_Western_Asia",4.3,"Market sophistication"
"Israel",69.9,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Lebanon",65.7,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"United Arab Emirates",63.8,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Armenia",48.3,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Bahrain",47,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Egypt",43.5,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Georgia",42.3,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Jordan",40.7,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Saudi Arabia",40.4,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Turkey",40.4,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Syrian Arab Republic",37.6,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Cyprus",36.3,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Tunisia",35.7,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Kuwait",35.6,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Oman",32,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Azerbaijan",29.9,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Qatar",29.3,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Algeria",27,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Morocco",26.7,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Yemen",20.7,"Knowledge workers",2013,"Northem_Africa_and_Western_Asia",5.1,"Business sophistication"
"Qatar",81,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Israel",67.6,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"United Arab Emirates",57.5,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Oman",49.5,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Bahrain",47.4,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Jordan",46.8,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Saudi Arabia",44.4,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Cyprus",37.5,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Lebanon",28.5,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Kuwait",26.6,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Egypt",25.1,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Tunisia",22.2,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Georgia",19.5,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Turkey",18.8,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Armenia",18.4,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Morocco",16,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Azerbaijan",15.3,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Syrian Arab Republic",14.5,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Algeria",10.7,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Yemen",9.8,"Innovation linkages",2013,"Northem_Africa_and_Western_Asia",5.2,"Business sophistication"
"Saudi Arabia",26.8,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Israel",26.3,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Azerbaijan",25.9,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Jordan",22.9,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Cyprus",22.7,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Georgia",22.2,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Lebanon",21.4,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Armenia",21.3,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"United Arab Emirates",20.7,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Bahrain",18,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Turkey",17.9,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Tunisia",17.6,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Algeria",15.4,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Morocco",14.2,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Egypt",13.6,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Oman",11.7,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Syrian Arab Republic",11.5,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Qatar",10,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Kuwait",9.9,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Yemen",2.9,"Knowledge absorption",2013,"Northem_Africa_and_Western_Asia",5.3,"Business sophistication"
"Israel",51.9,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Cyprus",26.7,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Armenia",26.2,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Turkey",22.6,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Georgia",20.1,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Jordan",17.6,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Lebanon",15.3,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Tunisia",13.5,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Egypt",10.4,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Saudi Arabia",10.2,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Morocco",8.4,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"United Arab Emirates",7.2,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Kuwait",7.1,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Qatar",5.4,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Algeria",5.1,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Syrian Arab Republic",4.8,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Oman",4.6,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Azerbaijan",4,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Bahrain",2.6,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Yemen",2.5,"Knowledge creation",2013,"Northem_Africa_and_Western_Asia",6.1,"Knowledge and technology outputs"
"Cyprus",56.3,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Israel",50.6,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Turkey",45.7,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Qatar",45.4,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Georgia",41,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Saudi Arabia",38.6,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Kuwait",32.6,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Morocco",29.7,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Armenia",29.1,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Oman",29,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Bahrain",27.7,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"Jordan",27.6,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
"United Arab Emirates",25.9,"Knowledge impact",2013,"Northem_Africa_and_Western_Asia",6.2,"Knowledge and technology outputs"
